text,sentiment
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral
Protalix is developing genetically engineered proteins from plant cells .,neutral
"Purchase it for the 12MP snapper , if nothing else .",neutral
R&D Loan ) .,neutral
Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral
Raisio is the site of the main production plants as well as company headquarters .,neutral
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral
"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
"s business sectors are building construction , infrastructure construction and technical building services .",neutral
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral
"So far as is known , he did not sell shares that he owns personally .",neutral
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,neutral
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",neutral
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive
"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",neutral
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",neutral
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .,positive
"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. .",neutral
Terms of the acquisition were not disclosed .,neutral
Terms were not disclosed .,neutral
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral
The acquisition is expected to take place by the end of August 2007 .,neutral
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral
"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral
"The approximately 20,000 dwt vessel has been ordered from India .",neutral
The arrangements do not apply to the group 's units outside Finland .,neutral
"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",neutral
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral
The bond has a value of EUR150m and a maturity of 4 years .,neutral
The bridge will be built to the south of the existing bridge spanning the strait .,neutral
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral
"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .",neutral
The combined value of the orders is almost EUR 3mn .,neutral
The combined value of the orders is EUR 45mn .,neutral
The combined value of the planned investments is about EUR 30mn .,neutral
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral
"The company can not give up palm oil altogether , however .",neutral
The company did not disclose the price of the acquisition .,neutral
The company distributes Hiab 's products as well as other products .,neutral
The company does not at present hold any of its own shares .,neutral
The company does not disclose the sum it applied for .,neutral
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral
The company expects to open its first online shop in the US in the summer in 2011 .,neutral
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral
The company reiterates its outlook for 2009 .,neutral
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,neutral
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral
The company said that the results of the third quarter do not include non-recurring items .,neutral
The company says the measures are no longer needed .,neutral
"The Company serves approximately 3,000 customers in over 100 countries .",neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral
The contract has been allotted as per lowest price criteria .,neutral
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
"The contract includes software licences , application maintenance and training .",neutral
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral
The contract is for next year .,neutral
The contract will take effect in 2009 for a five or ten year period .,neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral
The deal also includes a ten-year maintenance agreement .,neutral
The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
The dividends payable annually shall be deducted from the share subscription price .,neutral
The duration of the contract is 37 months .,neutral
The ECB can mainly target inflation .,neutral
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral
The financial details of the acquisition were not disclosed .,neutral
The financial details of the transaction were not disclosed .,neutral
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,neutral
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,neutral
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral
"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco .",neutral
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",neutral
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,neutral
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,neutral
The handset maker did not disclose any financial details .,neutral
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral
The idea of saving electricity in data transfer is still a new one .,neutral
The identity of the buyer is not yet known .,neutral
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral
The investment would be some EUR5m .,neutral
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",neutral
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",neutral
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",neutral
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral
The medium-term operative targets of the company remain unchanged .,neutral
The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
The name of the buyer was not disclosed .,neutral
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral
The new chain has 700 discount stores and 250 supermarkets .,neutral
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral
The new location is n't the only change Wellmont has in store for its air transport service .,neutral
The new name of the Sanoma Division will be Sanoma News .,neutral
The new units should become one of the largest ones within the company .,neutral
The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,neutral
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
The number of magazine and newspaper readers remained unchanged .,neutral
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,neutral
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,neutral
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral
The order is related to renewing the network of the telecommunications operator .,neutral
The orders are part of a long-term development plan of Latvijas Finieris .,neutral
"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",neutral
The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .,neutral
"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",neutral
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral
The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction .,neutral
The parties have therefore agreed to leave Avena out of the deal .,neutral
The passenger tunnel is expected to be put into operation in 2009 .,neutral
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,neutral
The plant is expected to enter commercial operation by mid-2009 .,neutral
The plant is expected to start production in the first half of 2007 .,neutral
The plant will collect raw material from the Baltic Sea region .,neutral
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",neutral
The platform would continue to be the development framework for Symbian and MeeGo .,neutral
"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",neutral
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,neutral
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral
The presentation material can be viewed on the company 's website in English after the conference .,neutral
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,neutral
"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",neutral
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral
The project also implies an underground parking lot for 56 vehicles .,neutral
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral
The proposed consolidation activities will impact approximately 30 positions .,neutral
The purchase price was not disclosed .,neutral
The reductions will be concluded by autumn 2010 .,neutral
"The reductions will be implemented immediately , beginning in October 2009 .",neutral
The reductions will be implemented mainly in the course of the first half of 2009 .,neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral
The report will be emailed within 2 business days of an order .,neutral
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral
The sale price was not disclosed .,neutral
The sales price was not disclosed .,neutral
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral
The sellers were the founders of the company .,neutral
The serial bond is part of the plan to refinance the short-term credit facility .,neutral
"The share capital of Basware Corporation is 11,720,829 .",neutral
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",neutral
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral
The shares subscribed will be eligible for trade on the following day from the registration .,neutral
The size of a cider bottle will remain unchanged .,neutral
The solution will now be expanded to include all ground staff tasks .,neutral
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",neutral
The Swedish player became majority owner of UCell in mid-2007 .,neutral
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral
The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral
"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",neutral
"The total number of voting rights is 74,612,523 .",neutral
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
The total value of the deliveries is some EUR65m .,neutral
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",neutral
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral
The transaction is expected to be finalized by Dec 2009 .,neutral
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral
The turbines are expected to be launched by the end of 2012 .,neutral
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,neutral
The value of the order is about EUR 30mn .,neutral
The value of the order is around EUR 100 million .,neutral
The value of the order is EUR 2.5 mn .,neutral
The value of the order is EUR 4mn .,neutral
"The value of the order is EUR 700,000 .",neutral
The value of the order is nearly EUR400m .,neutral
The value of the order is USD 2.2 mn .,neutral
The value of the order is USD 2.3 mn .,neutral
The value of the orders is about EUR 25mn .,neutral
The value of the orders is about EUR 70mn .,neutral
The value of the orders is over EUR 10mn .,neutral
The value of the orders is over EUR 25mn .,neutral
The value of the total investment is about EUR 600mn .,neutral
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",neutral
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral
The volumes are expected to increase during the next few years .,positive
"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com",neutral
Their names have not yet been released .,neutral
There did not seem to be enough hours in a day for Pekkarinen .,neutral
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral
"Therefore , Phase III of the research will not be conducted by Abbott .",neutral
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,neutral
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral
This amount will not be included in the pensionable salary .,neutral
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",neutral
This would be a huge process .,neutral
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral
"Tiimari 's registered share capital is 16,474,755 shares as per today .",neutral
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,neutral
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax .",neutral
"Uncertainties still exist , however .",neutral
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral
Union and company officials did not return calls yesterday .,neutral
"UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said .",neutral
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",neutral
"Upon establishment , the plan is directed to approximately 20 persons .",neutral
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",neutral
We are now taking Marimekko there on a distinctly more significant scale .,neutral
What we think ?,neutral
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",neutral
"When the product is manufactured in Finland , it is also packed in the country .",neutral
Why not give your bedroom a cool makeover for summer .,neutral
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",neutral
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",neutral
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral
"With this , the company will exit the contract manufacturing service segment .",neutral
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",neutral
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral
You 're not alone .,neutral
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral
- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral
- Profit before taxes was EUR 105.9 82.7 million .,neutral
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral
